,Ch1,Ch2,Ch3,Ch4,randomforest,,,,nb-rf,,,,C50,,,,nb-c50,,,
4242,0.594468759,0.138652188,0.066658679,0.200220374,0.426513,0.1902017,0.1306436,0.2526417,0.167955759,-0.051549512,-0.063984921,-0.052421326,0.333333333,0.25,0.375,0.041666667,0.261135426,-0.111347812,-0.308341321,0.158553707
4243,0.18857269,0.068237471,0.282317928,0.460871912,0.2957746,0.1267606,0.2925244,0.2849404,-0.10720191,-0.058523129,-0.010206472,0.175931512,0.333333333,0.166666667,0.166666667,0.333333333,-0.144760643,-0.098429196,0.115651261,0.127538579
4244,0.11427529,0.41674943,0.104379136,0.364596144,0.2607076,0.3407821,0.1536313,0.244879,-0.14643231,0.07596733,-0.049252164,0.119717144,0.09375,0.6875,0.046875,0.171875,0.02052529,-0.27075057,0.057504136,0.192721144
4245,0.48027694,0.047143567,0.211288687,0.261290806,0.3963039,0.1273101,0.2063655,0.2700205,0.08397304,-0.080166533,0.004923187,-0.008729694,0.125,0.125,0.125,0.625,0.35527694,-0.077856433,0.086288687,-0.363709194
4246,0.279589731,0.338758514,0.085243649,0.296408106,0.3163371,0.2185224,0.1914672,0.2736733,-0.036747369,0.120236114,-0.106223551,0.022734806,0.111111111,0.111111111,0.111111111,0.666666667,0.16847862,0.227647403,-0.025867462,-0.370258561
4247,0.155886458,0.119068958,0.323150724,0.401893861,0.1738526,0.1821975,0.2781641,0.3657858,-0.017966142,-0.063128542,0.044986624,0.036108061,0.055555556,0.166666667,0.166666667,0.611111111,0.100330902,-0.047597709,0.156484057,-0.20921725
4248,0.091297678,0.342106778,0.167652457,0.398943088,0.1319381,0.3566879,0.2720655,0.2393085,-0.040640422,-0.014581122,-0.104413043,0.159634588,0.181818182,0.636363636,0.090909091,0.090909091,-0.090520504,-0.294256858,0.076743366,0.308033997
4249,0.189756971,0.268921784,0.20270853,0.338612715,0.2468416,0.2322643,0.2653061,0.2555879,-0.057084629,0.036657484,-0.06259757,0.083024815,0.052631579,0.052631579,0.631578947,0.263157895,0.137125392,0.216290205,-0.428870417,0.07545482
4250,0.347944602,0.11360615,0.381762201,0.156687047,0.2782084,0.1231697,0.372093,0.2265289,0.069736202,-0.00956355,0.009669201,-0.069841853,0.108108108,0.054054054,0.810810811,0.027027027,0.239836494,0.059552096,-0.42904861,0.12966002
4251,0.133458837,0.486106558,0.105126109,0.275308496,0.1735889,0.4025559,0.14377,0.2800852,-0.040130063,0.083550658,-0.038643891,-0.004776704,0.205479452,0.630136986,0.082191781,0.082191781,-0.072020615,-0.144030428,0.022934328,0.193116715
4252,0.212796981,0.311018672,0.27489958,0.201284766,0.215812,0.2339744,0.2692308,0.2809829,-0.003015019,0.077044272,0.00566878,-0.079698134,0.166666667,0.5,0.166666667,0.166666667,0.046130314,-0.188981328,0.108232913,0.034618099
4253,0.058261404,0.247627427,0.379240847,0.314870322,0.1326367,0.2918006,0.3641479,0.2114148,-0.074375296,-0.044173173,0.015092947,0.103455522,0.222222222,0.111111111,0.111111111,0.555555556,-0.163960818,0.136516316,0.268129736,-0.240685234
4254,0.456857147,0.127084528,0.233946847,0.182111478,0.3809524,0.147541,0.2661983,0.2053084,0.075904747,-0.020456472,-0.032251453,-0.023196922,0.698113208,0.132075472,0.075471698,0.094339623,-0.241256061,-0.004990944,0.158475149,0.087771855
4255,0.375504541,0.170254097,0.083295209,0.370946154,0.3462749,0.2266527,0.1511018,0.2759706,0.029229641,-0.056398603,-0.067806591,0.094975554,0.166666667,0.333333333,0.166666667,0.333333333,0.208837874,-0.163079236,-0.083371458,0.037612821
4256,0.373141522,0.084060501,0.222846233,0.319951744,0.4163462,0.1230769,0.2076923,0.2528846,-0.043204678,-0.039016399,0.015153933,0.067067144,0.166666667,0.333333333,0.333333333,0.166666667,0.206474855,-0.249272832,-0.1104871,0.153285077
4257,0.090741235,0.094182531,0.200672962,0.614403273,0.2230483,0.1198885,0.1923792,0.464684,-0.132307065,-0.025705969,0.008293762,0.149719273,0.333333333,0.166666667,0.333333333,0.166666667,-0.242592098,-0.072484136,-0.132660371,0.447736606
4258,0.801723889,0.063211601,0.012968004,0.122096506,0.4277329,0.131328,0.07410125,0.3668379,0.373990989,-0.068116399,-0.061133246,-0.244741394,0.571428571,0.142857143,0.142857143,0.142857143,0.230295318,-0.079645542,-0.129889139,-0.020760637
4259,0.075707752,0.190822552,0.154489088,0.578980608,0.08544839,0.3434856,0.1480541,0.4230118,-0.009740638,-0.152663048,0.006434988,0.155968808,0.142857143,0.571428571,0.142857143,0.142857143,-0.067149391,-0.380606019,0.011631945,0.436123465
4260,0.083295369,0.275227045,0.154530835,0.48694675,0.1195145,0.3165266,0.09710551,0.4668534,-0.036219131,-0.041299555,0.057425325,0.02009335,0.090909091,0.636363636,0.181818182,0.090909091,-0.007613722,-0.361136591,-0.027287347,0.396037659
4261,0.027745355,0.308518813,0.251661094,0.412074738,0.07698289,0.31493,0.2192846,0.3888025,-0.049237535,-0.006411187,0.032376494,0.023272238,0.152173913,0.47826087,0.239130435,0.130434783,-0.124428558,-0.169742057,0.012530659,0.281639955
4262,0.349854616,0.063842298,0.410087501,0.176215585,0.1584699,0.1155347,0.3356753,0.3903201,0.191384716,-0.051692402,0.074412201,-0.214104515,0.122807018,0.122807018,0.649122807,0.105263158,0.227047598,-0.05896472,-0.239035306,0.070952427
4263,0.049904685,0.066809917,0.235300602,0.647984796,0.1188487,0.0909935,0.3259053,0.4642526,-0.068944015,-0.024183583,-0.090604698,0.183732196,0.214285714,0.071428571,0.571428571,0.142857143,-0.164381029,-0.004618654,-0.336127969,0.505127653
4264,0.327314322,0.065499001,0.10002347,0.507163208,0.3018018,0.127027,0.1207207,0.4504505,0.025512522,-0.061527999,-0.02069723,0.056712708,0.785714286,0.071428571,0.071428571,0.071428571,-0.458399964,-0.00592957,0.028594899,0.435734637
4265,0.196931232,0.093754347,0.053952854,0.655361566,0.1932489,0.2649789,0.1198312,0.4219409,0.003682332,-0.171224553,-0.065878346,0.233420666,0.428571429,0.142857143,0.142857143,0.285714286,-0.231640197,-0.049102796,-0.088904289,0.36964728
4266,0.244081556,0.077242395,0.154700009,0.52397604,0.2078544,0.1963602,0.1168582,0.4789272,0.036227156,-0.119117805,0.037841809,0.04504884,0.375,0.25,0.125,0.25,-0.130918444,-0.172757605,0.029700009,0.27397604
4267,0.538368668,0.071137327,0.080124824,0.310369181,0.3379737,0.09126063,0.1840681,0.3866976,0.200394968,-0.020123303,-0.103943276,-0.076328419,0.555555556,0.111111111,0.277777778,0.055555556,-0.017186888,-0.039973784,-0.197652954,0.254813625
4268,0.059189375,0.079070477,0.66560717,0.196132979,0.09293395,0.2119816,0.3110599,0.3840246,-0.033744575,-0.132911123,0.35454727,-0.187891621,0.111111111,0.222222222,0.555555556,0.111111111,-0.051921736,-0.143151745,0.110051614,0.085021868
4269,0.634766521,0.076279747,0.152840768,0.136112963,0.2384557,0.1877366,0.1953066,0.3785011,0.396310821,-0.111456853,-0.042465832,-0.242388137,0.166666667,0.5,0.166666667,0.166666667,0.468099854,-0.423720253,-0.013825899,-0.030553704
4270,0.197891297,0.1641249,0.203867481,0.434116322,0.2685714,0.1934694,0.1297959,0.4081633,-0.070680103,-0.0293445,0.074071581,0.025953022,0.222222222,0.555555556,0.111111111,0.111111111,-0.024330925,-0.391430656,0.09275637,0.323005211
4271,0.070589267,0.080379037,0.320751117,0.528280579,0.09920635,0.1214286,0.3825397,0.3968254,-0.028617083,-0.041049563,-0.061788583,0.131455179,0.125,0.125,0.625,0.125,-0.054410733,-0.044620963,-0.304248883,0.403280579
4272,0.231353323,0.558365628,0.045483902,0.164797147,0.2449713,0.3125,0.08333333,0.3591954,-0.013617977,0.245865628,-0.037849428,-0.194398253,0.290322581,0.580645161,0.096774194,0.032258065,-0.058969258,-0.022279533,-0.051290292,0.132539082
4273,0.073143756,0.326280209,0.296571809,0.304004226,0.2329635,0.1909667,0.1798732,0.3961965,-0.159819744,0.135313509,0.116698609,-0.092192274,0.181818182,0.454545455,0.090909091,0.272727273,-0.108674426,-0.128265246,0.205662718,0.031276953
4274,0.045480841,0.258607053,0.420960443,0.274951662,0.07954545,0.2507576,0.2909091,0.3787879,-0.034064609,0.007849453,0.130051343,-0.103836238,0.2,0.2,0.4,0.2,-0.154519159,0.058607053,0.020960443,0.074951662
4275,0.099829645,0.064091516,0.083180239,0.7528986,0.1103118,0.1055156,0.1846523,0.5995204,-0.010482155,-0.041424084,-0.101472061,0.1533782,0.6,0.025,0.15,0.225,-0.500170355,0.039091516,-0.066819761,0.5278986
4276,0.27442832,0.502341355,0.111163003,0.112067323,0.2522344,0.4309831,0.2174777,0.09930487,0.02219392,0.071358255,-0.106314697,0.012762453,0.111111111,0.111111111,0.111111111,0.666666667,0.163317209,0.391230244,5.18917E-05,-0.554599344
4277,0.396738752,0.091645541,0.188081611,0.323534096,0.2394161,0.2686131,0.3459854,0.1459854,0.157322652,-0.176967559,-0.157903789,0.177548696,0.6,0.025,0.15,0.225,-0.203261248,0.066645541,0.038081611,0.098534096
4278,0.408723185,0.175258109,0.182924058,0.233094649,0.4237462,0.2405322,0.2333675,0.1023541,-0.015023015,-0.065274091,-0.050443442,0.130740549,0.333333333,0.166666667,0.333333333,0.166666667,0.075389852,0.008591442,-0.150409275,0.066427982
4279,0.159795881,0.358174396,0.172255052,0.309774671,0.3553223,0.2398801,0.2548726,0.149925,-0.195526419,0.118294296,-0.082617548,0.159849671,0.4,0.2,0.2,0.2,-0.240204119,0.158174396,-0.027744948,0.109774671
4280,0.328864082,0.098477508,0.489343211,0.083315199,0.2977667,0.229115,0.3904053,0.08271299,0.031097382,-0.130637492,0.098937911,0.000602209,0.090909091,0.181818182,0.636363636,0.090909091,0.237954991,-0.083340674,-0.147020425,-0.007593892
4281,0.166158129,0.251858795,0.268727895,0.313255181,0.3188011,0.3269755,0.2179837,0.1362398,-0.152642971,-0.075116705,0.050744195,0.177015381,0.076923077,0.230769231,0.076923077,0.615384615,0.089235052,0.021089564,0.191804818,-0.302129434
4282,0.231982701,0.267502211,0.134544804,0.365970284,0.3228454,0.3611491,0.1792066,0.1367989,-0.090862699,-0.093646889,-0.044661796,0.229171384,0.333333333,0.166666667,0.166666667,0.333333333,-0.101350632,0.100835544,-0.032121863,0.032636951
4283,0.312009042,0.389889251,0.19360693,0.104494776,0.1943973,0.4932088,0.2275042,0.08488964,0.117611742,-0.103319549,-0.03389727,0.019605136,0.090909091,0.727272727,0.090909091,0.090909091,0.221099951,-0.337383476,0.102697839,0.013585685
4284,0.092665853,0.650043265,0.080760281,0.176530602,0.2087156,0.4655963,0.2110092,0.1146789,-0.116049747,0.184446965,-0.130248919,0.061851702,0.1,0.4,0.4,0.1,-0.007334147,0.250043265,-0.319239719,0.076530602
4285,0.072691017,0.693994298,0.144957123,0.088357561,0.1222329,0.5399423,0.2415784,0.09624639,-0.049541883,0.154051998,-0.096621277,-0.007888829,0.058823529,0.764705882,0.117647059,0.058823529,0.013867488,-0.070711584,0.027310064,0.029534032
4286,0.326391088,0.386059503,0.155826565,0.131722844,0.2531523,0.3976722,0.2521823,0.09699321,0.073238788,-0.011612697,-0.096355735,0.034729634,0.1,0.4,0.3,0.2,0.226391088,-0.013940497,-0.144173435,-0.068277156
4287,0.392265925,0.241681795,0.110003586,0.256048694,0.3285714,0.2896104,0.2519481,0.1298701,0.063694525,-0.047928605,-0.141944514,0.126178594,0.533333333,0.066666667,0.2,0.2,-0.141067408,0.175015128,-0.089996414,0.056048694
4288,0.037452595,0.076328184,0.842789167,0.043430054,0.1738262,0.2437562,0.4825175,0.0999001,-0.136373605,-0.167428016,0.360271667,-0.056470046,0.2,0.2,0.4,0.2,-0.162547405,-0.123671816,0.442789167,-0.156569946
4289,0.142951642,0.141196075,0.502608787,0.213243497,0.2419355,0.1834677,0.4737903,0.1008065,-0.098983858,-0.042271625,0.028818487,0.112436997,0.071428571,0.071428571,0.785714286,0.071428571,0.071523071,0.069767504,-0.283105499,0.141814926
4290,0.38880146,0.104544748,0.226681192,0.2799726,0.3753281,0.1929134,0.3005249,0.1312336,0.01347336,-0.088368652,-0.073843708,0.148739,0.5,0.083333333,0.083333333,0.333333333,-0.11119854,0.021211415,0.143347859,-0.053360733
4291,0.505372824,0.132067664,0.12828125,0.234278262,0.3858447,0.2842466,0.2157534,0.1141553,0.119528124,-0.152178936,-0.08747215,0.120122962,0.166666667,0.5,0.166666667,0.166666667,0.338706157,-0.367932336,-0.038385417,0.067611595
4292,0.446794371,0.286426851,0.141779338,0.124999439,0.3413926,0.3375242,0.2243714,0.0967118,0.105401771,-0.051097349,-0.082592062,0.028287639,0.636363636,0.090909091,0.090909091,0.181818182,-0.189569265,0.19551776,0.050870247,-0.056818743
4293,0.252241901,0.551732128,0.066665852,0.129360119,0.2976313,0.4675592,0.1318229,0.1029866,-0.045389399,0.084172928,-0.065157048,0.026373519,0.111111111,0.111111111,0.111111111,0.666666667,0.14113079,0.440621017,-0.044445259,-0.537306548
4294,0.269277338,0.307392048,0.152882756,0.270447858,0.3969397,0.2826283,0.230423,0.090009,-0.127662362,0.024763748,-0.077540244,0.180438858,0.666666667,0.2,0.066666667,0.066666667,-0.397389329,0.107392048,0.086216089,0.203781191
4295,0.438195721,0.325138266,0.073684215,0.162981799,0.3323171,0.3277439,0.1303354,0.2096037,0.105878621,-0.002605634,-0.056651185,-0.046621901,0.333333333,0.333333333,0.166666667,0.166666667,0.104862388,-0.008195067,-0.092982452,-0.003684868
4296,0.228015934,0.386217888,0.020694163,0.365072014,0.3996584,0.2604611,0.1050384,0.234842,-0.171642466,0.125756788,-0.084344237,0.130230014,0.25,0.375,0.25,0.125,-0.021984066,0.011217888,-0.229305837,0.240072014
4297,0.15384006,0.117646871,0.145555838,0.582957231,0.2425474,0.2113821,0.1734417,0.3726287,-0.08870734,-0.093735229,-0.027885862,0.210328531,0.6,0.025,0.15,0.225,-0.44615994,0.092646871,-0.004444162,0.357957231
4298,0.255134057,0.395753799,0.104061811,0.245050333,0.3250201,0.3000805,0.1536605,0.2212389,-0.069886043,0.095673299,-0.049598689,0.023811433,0.5,0.125,0.125,0.25,-0.244865943,0.270753799,-0.020938189,-0.004949667
4299,0.173217626,0.107545179,0.090019249,0.629217945,0.277839,0.2293275,0.1896362,0.3031974,-0.104621374,-0.121782321,-0.099616951,0.326020545,0.125,0.25,0.375,0.25,0.048217626,-0.142454821,-0.284980751,0.379217945
4300,0.0396839,0.179916922,0.355132818,0.42526636,0.1716792,0.2105263,0.273183,0.3446115,-0.1319953,-0.030609378,0.081949818,0.08065486,0.125,0.5,0.25,0.125,-0.0853161,-0.320083078,0.105132818,0.30026636
4301,0.07216066,0.170739704,0.640350866,0.116748771,0.1650943,0.2720126,0.3466981,0.216195,-0.09293364,-0.101272896,0.293652766,-0.099446229,0.166666667,0.333333333,0.333333333,0.166666667,-0.094506007,-0.162593629,0.307017533,-0.049917896
4302,0.253463468,0.026440029,0.221539117,0.498557387,0.275641,0.1463675,0.284188,0.2938034,-0.022177532,-0.119927471,-0.062648883,0.204753987,0.222222222,0.111111111,0.444444444,0.222222222,0.031241246,-0.084671082,-0.222905327,0.276335165
4303,0.394811067,0.244941119,0.178735587,0.181512227,0.3438344,0.1836184,0.2250225,0.2475248,0.050976667,0.061322719,-0.046286913,-0.066012573,0.2,0.2,0.2,0.4,0.194811067,0.044941119,-0.021264413,-0.218487773
4304,0.219698576,0.294590178,0.055957367,0.42975388,0.2681018,0.2876712,0.1751468,0.2690802,-0.048403224,0.006918978,-0.119189433,0.16067368,0.1,0.2,0.2,0.5,0.119698576,0.094590178,-0.144042633,-0.07024612
4305,0.038312719,0.426340599,0.141214738,0.394131944,0.173,0.375,0.177,0.275,-0.134687281,0.051340599,-0.035785262,0.119131944,0.2,0.4,0.2,0.2,-0.161687281,0.026340599,-0.058785262,0.194131944
4306,0.049471905,0.067840266,0.521737441,0.360950387,0.2138421,0.1597161,0.3824312,0.2440106,-0.164370195,-0.091875834,0.139306241,0.116939787,0.166666667,0.5,0.166666667,0.166666667,-0.117194762,-0.432159734,0.355070774,0.19428372
4307,0.137613622,0.197957299,0.358372922,0.306056157,0.1445271,0.2805526,0.282678,0.2922423,-0.006913478,-0.082595301,0.075694922,0.013813857,0.111111111,0.333333333,0.111111111,0.444444444,0.026502511,-0.135376034,0.247261811,-0.138388287
4308,0.135464697,0.066173851,0.203487143,0.594874309,0.2225673,0.1645963,0.3281573,0.2846791,-0.087102603,-0.098422449,-0.124670157,0.310195209,0.125,0.25,0.25,0.375,0.010464697,-0.183826149,-0.046512857,0.219874309
4309,0.036440146,0.289013295,0.532370757,0.142175802,0.1680608,0.3171103,0.3057034,0.2091255,-0.131620654,-0.028097005,0.226667357,-0.066949698,0.052631579,0.473684211,0.105263158,0.368421053,-0.016191433,-0.184670916,0.427107599,-0.226245251
4310,0.112100628,0.321474594,0.082325997,0.484098781,0.2133891,0.3399582,0.1589958,0.2876569,-0.101288472,-0.018483606,-0.076669803,0.196441881,0.125,0.5,0.25,0.125,-0.012899372,-0.178525406,-0.167674003,0.359098781
4311,0.068048824,0.206036336,0.080576588,0.645338252,0.1715247,0.32287,0.1973094,0.308296,-0.103475876,-0.116833664,-0.116732812,0.337042252,0.25,0.125,0.5,0.125,-0.181951176,0.081036336,-0.419423412,0.520338252
4312,0.049017533,0.164862885,0.092138213,0.693981369,0.1992966,0.2743259,0.2039859,0.3223916,-0.150279067,-0.109463015,-0.111847687,0.371589769,0.16,0.16,0.04,0.64,-0.110982467,0.004862885,0.052138213,0.053981369
4313,0.115938031,0.448486313,0.235844836,0.19973082,0.2797048,0.304797,0.2125461,0.202952,-0.163766769,0.143689313,0.023298736,-0.00322118,0.166666667,0.5,0.166666667,0.166666667,-0.050728636,-0.051513687,0.069178169,0.033064153
4314,0.272904596,0.031486943,0.032780015,0.662828445,0.3388672,0.1083984,0.1064453,0.4462891,-0.065962604,-0.076911457,-0.073665285,0.216539345,0.6,0.025,0.15,0.225,-0.327095404,0.006486943,-0.117219985,0.437828445
4315,0.14299252,0.288849081,0.050705824,0.517452575,0.1621622,0.3648649,0.08699324,0.3859797,-0.01916968,-0.076015819,-0.036287416,0.131472875,0.136363636,0.606060606,0.090909091,0.166666667,0.006628884,-0.317211525,-0.040203267,0.350785908
4316,0.074168223,0.036992746,0.586040399,0.302798633,0.08273092,0.0746988,0.475502,0.3670683,-0.008562697,-0.037706054,0.110538399,-0.064269667,0.083333333,0.083333333,0.75,0.083333333,-0.00916511,-0.046340587,-0.163959601,0.2194653
4317,0.3889398,0.123783717,0.088282551,0.398993932,0.4370909,0.1476364,0.08290909,0.3323636,-0.0481511,-0.023852683,0.005373461,0.066630332,0.608108108,0.094594595,0.162162162,0.135135135,-0.219168308,0.029189122,-0.073879611,0.263858797
4318,0.140036613,0.085082119,0.190544742,0.584336526,0.09266802,0.203666,0.2382892,0.4653768,0.047368593,-0.118583881,-0.047744458,0.118959726,0.125,0.5,0.25,0.125,0.015036613,-0.414917881,-0.059455258,0.459336526
4319,0.511239184,0.069261198,0.129678263,0.289821355,0.4413681,0.09934853,0.08713355,0.3721498,0.069871084,-0.030087332,0.042544713,-0.082328445,0.538461538,0.230769231,0.076923077,0.153846154,-0.027222354,-0.161508033,0.052755186,0.135975201
4320,0.240776687,0.116149935,0.193691602,0.449381776,0.2130584,0.2414089,0.152921,0.3926117,0.027718287,-0.125258965,0.040770602,0.056770076,0.333333333,0.333333333,0.166666667,0.166666667,-0.092556646,-0.217183398,0.027024935,0.282715109
4321,0.072472596,0.029061823,0.0627655,0.835700081,0.1913146,0.1349765,0.1373239,0.536385,-0.118842004,-0.105914677,-0.0745584,0.299315081,0.3,0.1,0.1,0.5,-0.227527404,-0.070938177,-0.0372345,0.335700081
4322,0.460655822,0.029766135,0.111316123,0.398261919,0.3889355,0.0913663,0.1366303,0.3830679,0.071720322,-0.061600165,-0.025314177,0.015194019,0.666666667,0.111111111,0.111111111,0.111111111,-0.206010845,-0.081344976,0.000205012,0.287150808
4323,0.089540471,0.062308021,0.626012861,0.222138647,0.1450925,0.113798,0.416074,0.3250356,-0.055552029,-0.051489979,0.209938861,-0.102896953,0.089552239,0.119402985,0.71641791,0.074626866,-1.17677E-05,-0.057094964,-0.090405049,0.147511781
4324,0.092189411,0.348156814,0.112942484,0.446711291,0.1950134,0.2876224,0.1104185,0.4069457,-0.102823989,0.060534414,0.002523984,0.039765591,0.416666667,0.416666667,0.083333333,0.083333333,-0.324477256,-0.068509853,0.029609151,0.363377958
4325,0.106461016,0.089753972,0.255775044,0.548009969,0.1122881,0.1747881,0.2288136,0.4841102,-0.005827084,-0.085034128,0.026961444,0.063899769,0.1,0.1,0.1,0.7,0.006461016,-0.010246028,0.155775044,-0.151990031
4326,0.613137861,0.032612257,0.146718874,0.207531007,0.4043675,0.1129518,0.1385542,0.3441265,0.208770361,-0.080339543,0.008164674,-0.136595493,0.214285714,0.071428571,0.571428571,0.142857143,0.398852147,-0.038816314,-0.424709697,0.064673864
4327,0.056210513,0.113736148,0.343599871,0.486453467,0.1584786,0.1909667,0.2884311,0.3621236,-0.102268087,-0.077230552,0.055168771,0.124329867,0.333333333,0.166666667,0.333333333,0.166666667,-0.27712282,-0.052930519,0.010266538,0.3197868
4328,0.248190095,0.453023776,0.044890325,0.253895805,0.2122867,0.4027304,0.07303754,0.3119454,0.035903395,0.050293376,-0.028147215,-0.058049595,0.205479452,0.630136986,0.082191781,0.082191781,0.042710643,-0.17711321,-0.037301456,0.171704024
4329,0.064317154,0.025839532,0.720432103,0.189411211,0.1049724,0.08366219,0.4506709,0.3606946,-0.040655246,-0.057822658,0.269761203,-0.171283389,0.037037037,0.037037037,0.740740741,0.185185185,0.027280117,-0.011197505,-0.020308638,0.004226026
4330,0.022687156,0.454862456,0.432234019,0.090216368,0.05908799,0.3513166,0.2960822,0.2935132,-0.036400834,0.103545856,0.136151819,-0.203296832,0.142857143,0.571428571,0.142857143,0.142857143,-0.120169987,-0.116566115,0.289376876,-0.052640775
4331,0.051072266,0.202592953,0.312930333,0.433404447,0.08752026,0.3857374,0.1564019,0.3703404,-0.036447994,-0.183144447,0.156528433,0.063064047,0.118644068,0.576271186,0.118644068,0.186440678,-0.067571802,-0.373678233,0.194286265,0.246963769
4332,0.068931231,0.045745172,0.314659355,0.570664242,0.1890459,0.07773852,0.3295053,0.4037102,-0.120114669,-0.031993348,-0.014845945,0.166954042,0.111111111,0.111111111,0.111111111,0.666666667,-0.04217988,-0.065365939,0.203548244,-0.096002425
4333,0.609312535,0.026131285,0.243319778,0.121236402,0.3134694,0.0677551,0.3379592,0.2808163,0.295843135,-0.041623815,-0.094639422,-0.159579898,0.2,0.2,0.2,0.4,0.409312535,-0.173868715,0.043319778,-0.278763598
4334,0.145259278,0.315486699,0.367943599,0.171310423,0.2296512,0.224564,0.2957849,0.25,-0.084391922,0.090922699,0.072158699,-0.078689577,0.1875,0.0625,0.6875,0.0625,-0.042240722,0.252986699,-0.319556401,0.108810423
4335,0.166342289,0.07310007,0.390240643,0.370316998,0.1529052,0.1335372,0.362895,0.3506626,0.013437089,-0.06043713,0.027345643,0.019654398,0.428571429,0.142857143,0.142857143,0.285714286,-0.26222914,-0.069757073,0.2473835,0.084602712
4336,0.218257674,0.055656781,0.205442093,0.520643452,0.2685547,0.1210938,0.2744141,0.3359375,-0.050297026,-0.065437019,-0.068972007,0.184705952,0.2,0.2,0.2,0.4,0.018257674,-0.144343219,0.005442093,0.120643452
4337,0.286018761,0.114187383,0.034099758,0.565694098,0.2916667,0.1608796,0.1493056,0.3981481,-0.005647939,-0.046692217,-0.115205842,0.167545998,0.2,0.2,0.4,0.2,0.086018761,-0.085812617,-0.365900242,0.365694098
4338,0.344510589,0.175610134,0.329391374,0.150487903,0.3066667,0.2260606,0.2587879,0.2084848,0.037843889,-0.050450466,0.070603474,-0.057996897,0.5,0.25,0.125,0.125,-0.155489411,-0.074389866,0.204391374,0.025487903
4339,0.513390333,0.065468773,0.081882955,0.339257939,0.2901376,0.1330275,0.1823394,0.3944954,0.223252733,-0.067558727,-0.100456445,-0.055237461,0.142857143,0.142857143,0.285714286,0.428571429,0.37053319,-0.07738837,-0.203831331,-0.08931349
4340,0.27636325,0.131808621,0.458554384,0.133273746,0.2477571,0.220842,0.2939959,0.2374051,0.02860615,-0.089033379,0.164558484,-0.104131354,0.285714286,0.285714286,0.285714286,0.142857143,-0.009351036,-0.153905665,0.172840098,-0.009583397
4341,0.267646683,0.300854198,0.120929081,0.310570038,0.2162393,0.1940171,0.2957265,0.2940171,0.051407383,0.106837098,-0.174797419,0.016552938,0.142857143,0.142857143,0.285714286,0.428571429,0.12478954,0.157997055,-0.164785205,-0.118001391
4342,0.063090632,0.212382975,0.103362393,0.621164,0.1459667,0.2548015,0.1587708,0.4404609,-0.082876068,-0.042418525,-0.055408407,0.1807031,0.090909091,0.545454545,0.181818182,0.181818182,-0.027818459,-0.33307157,-0.078455789,0.439345818
4343,0.375480643,0.087740455,0.048597316,0.488181586,0.2583548,0.159383,0.1401028,0.4421594,0.117125843,-0.071642545,-0.091505484,0.046022186,0.6,0.025,0.15,0.225,-0.224519357,0.062740455,-0.101402684,0.263181586
4344,0.415743442,0.189265962,0.079595111,0.315395485,0.2888031,0.3305019,0.1150579,0.2656371,0.126940342,-0.141235938,-0.035462789,0.049758385,0.166666667,0.5,0.166666667,0.166666667,0.249076775,-0.310734038,-0.087071556,0.148728818
4345,0.148527891,0.294606404,0.093432695,0.46343301,0.156,0.336,0.164,0.344,-0.007472109,-0.041393596,-0.070567305,0.11943301,0.090909091,0.636363636,0.181818182,0.090909091,0.0576188,-0.341757232,-0.088385487,0.372523919
4346,0.445743051,0.052757144,0.349974704,0.151525101,0.282397,0.1003745,0.3595506,0.2576779,0.163346051,-0.047617356,-0.009575896,-0.106152799,0.137931034,0.034482759,0.620689655,0.206896552,0.307812017,0.018274385,-0.270714951,-0.055371451
4347,0.127308855,0.069928186,0.059203835,0.743559124,0.1558824,0.1852941,0.1529412,0.5058824,-0.028573545,-0.115365914,-0.093737365,0.237676724,0.071428571,0.214285714,0.071428571,0.642857143,0.055880284,-0.144357528,-0.012224736,0.100701981
4348,0.193078994,0.073083258,0.406121825,0.327715923,0.1597415,0.1237304,0.398892,0.3176362,0.033337494,-0.050647142,0.007229825,0.010079723,0.066666667,0.066666667,0.2,0.666666667,0.126412327,0.006416591,0.206121825,-0.338950744
4349,0.215083581,0.126567839,0.25207979,0.406268789,0.1821918,0.1178082,0.2287671,0.4712329,0.032891781,0.008759639,0.02331269,-0.064964111,0.166666667,0.166666667,0.166666667,0.5,0.048416914,-0.040098828,0.085413123,-0.093731211
4350,0.379214261,0.155911449,0.412410975,0.052463315,0.2965986,0.1578231,0.3115646,0.2340136,0.082615661,-0.001911651,0.100846375,-0.181550285,0.608108108,0.094594595,0.162162162,0.135135135,-0.228893847,0.061316854,0.250248813,-0.08267182
4351,0.16051842,0.248637652,0.227337909,0.363506019,0.1916747,0.2255566,0.249758,0.3330106,-0.03115628,0.023081052,-0.022420091,0.030495419,0.25,0.125,0.125,0.5,-0.08948158,0.123637652,0.102337909,-0.136493981
4352,0.544648128,0.251896132,0.104405759,0.099049981,0.4050863,0.270663,0.1253406,0.1989101,0.139561828,-0.018766868,-0.020934841,-0.099860119,0.4,0.2,0.2,0.2,0.144648128,0.051896132,-0.095594241,-0.100950019
4353,0.708846372,0.038466562,0.098044034,0.154643032,0.3712191,0.1182401,0.3098075,0.2007333,0.337627272,-0.079773538,-0.211763466,-0.046090268,0.111111111,0.111111111,0.555555556,0.222222222,0.597735261,-0.072644549,-0.457511522,-0.06757919
